tempo

2.096132
1.931794
1.768323
0.599713
1.800214
0.368157
1.067791
1.000112
1.163952
1.135645
0.968265
0.832307
1.099948
1.067466
1.200349
0.999899
0.800467
1.599589
1.132067
2.167844
1.136135
1.032342
0.631584
1.235813
0.968768
0.931736
1.367233
0.964510
1.299505
2.268324
0.099816
0.907048
1.295048
0.898032
0.936076
0.567934
0.731967
1.199913
0.800053
0.999816
1.068013
1.000408
1.531411
0.800118
0.067921
0.300395
0.931751
0.968066
1.099619
0.936269
1.064122
